Type_L,Type_M,Process temperature [K],Temperature difference,Rotational speed [rpm],Torque [Nm],Power [W],Tool wear [min],Machine failure
True,False,309.5,9.7,1545,32.2,5209.7,18,0
False,True,309.6,9.7,1364,44.4,6342.0,20,0
True,False,309.5,9.7,1590,28.5,4745.38,23,0
True,False,309.4,9.6,1460,37.4,5718.12,25,0
True,False,309.4,9.6,1609,32.5,5476.06,27,0
True,False,309.4,9.6,1633,27.5,4702.7,29,0
True,False,309.4,9.5,1348,52.8,7453.37,31,0
True,False,309.4,9.5,1322,53.9,7461.89,33,0
True,False,309.5,9.5,1641,30.1,5172.54,35,0
True,False,309.5,9.5,1728,26.0,4704.85,37,0
True,False,309.6,9.6,1431,47.7,7148.03,39,0
True,False,309.7,9.6,1641,30.4,5224.09,41,0
False,True,309.6,9.5,1622,36.1,6131.78,43,0
False,True,309.6,9.5,1625,38.0,6466.44,46,0
True,False,309.5,9.5,1869,22.7,4442.87,49,0
True,False,309.6,9.6,1452,46.0,6994.44,51,0
True,False,309.6,9.6,1618,28.7,4862.83,53,0
True,False,309.4,9.4,2010,20.0,4209.73,55,0
True,False,309.4,9.5,1363,60.9,8692.44,57,0
True,False,309.3,9.4,1473,40.4,6231.79,59,0
True,False,309.2,9.3,1333,50.8,7091.24,61,0
True,False,309.2,9.4,1760,25.9,4773.55,63,0
False,True,309.2,9.4,1372,58.2,8361.91,65,0
False,True,309.2,9.5,1608,34.4,5792.59,68,0
True,False,309.2,9.5,1326,64.8,8998.02,71,0
False,True,309.1,9.5,1560,37.1,6060.76,73,0
False,True,309.0,9.4,1539,36.1,5818.01,76,0
True,False,309.1,9.5,2266,15.3,3630.61,79,0
True,False,309.1,9.5,1641,35.8,6152.06,81,0
True,False,309.1,9.5,1574,39.2,6461.29,83,0
True,False,309.1,9.5,1407,50.6,7455.44,85,0
False,False,309.2,9.5,1302,55.5,7567.15,87,0
False,True,309.2,9.6,1651,30.8,5325.08,92,0
False,True,309.1,9.5,1366,55.2,7896.2,95,0
False,True,309.0,9.5,1701,28.6,5094.47,98,0
True,False,309.0,9.5,1498,44.6,6996.41,101,0
False,True,309.1,9.6,1422,45.3,6745.69,103,0
True,False,309.1,9.6,1357,47.3,6721.55,106,0
True,False,309.2,9.7,1690,29.2,5167.71,108,0
True,False,309.2,9.6,1559,39.1,6383.39,110,0
False,True,309.3,9.7,1553,32.4,5269.2,112,0
True,False,309.3,9.7,1558,34.8,5677.74,115,0
True,False,309.4,9.7,1362,51.9,7402.41,117,0
False,True,309.3,9.5,1470,42.7,6573.15,119,0
True,False,309.4,9.6,1555,34.8,5666.8,122,0
False,True,309.4,9.6,1423,42.9,6392.8,124,0
True,False,309.3,9.6,1434,38.5,5781.47,127,0
True,False,309.3,9.6,1779,25.5,4750.56,129,0
True,False,309.3,9.6,1417,54.6,8101.98,131,0
True,False,309.2,9.6,1425,45.9,6849.46,133,0
False,True,309.2,9.5,1597,32.9,5502.11,135,0
True,False,309.2,9.5,1346,57.4,8090.69,138,0
True,False,309.2,9.5,1422,40.4,6016.02,140,0
False,False,309.2,9.5,1572,32.8,5399.52,142,0
True,False,309.2,9.5,1412,45.4,6713.04,147,0
False,True,309.1,9.4,1576,36.4,6007.4,149,0
False,True,309.1,9.4,1508,41.2,6506.2,152,0
False,True,309.1,9.3,1496,44.4,6955.74,155,0
True,False,309.2,9.4,1572,35.4,5827.53,158,0
True,False,309.0,9.4,1525,42.8,6835.06,160,0
True,False,309.0,9.4,1378,51.9,7489.37,162,0
True,False,309.1,9.5,1369,51.4,7368.77,164,0
True,False,309.1,9.5,1476,45.3,7001.86,166,0
True,False,309.2,9.5,1620,30.0,5089.38,168,0
False,True,309.1,9.4,1603,38.5,6462.83,170,0
True,False,309.2,9.5,1411,46.1,6811.72,173,0
True,False,309.2,9.5,1616,31.6,5347.58,175,0
True,False,309.2,9.5,1631,35.1,5995.01,177,0
False,True,309.2,9.5,1685,28.9,5099.49,179,0
False,False,309.2,9.5,1456,40.6,6190.36,182,0
True,False,309.1,9.4,1417,50.1,7434.23,187,0
False,True,309.1,9.4,1851,24.7,4787.76,189,0
True,False,309.1,9.4,1715,27.8,4992.72,192,0
False,False,309.1,9.5,1630,32.3,5513.39,194,0
True,False,309.2,9.5,1478,38.8,6005.3,199,0
True,False,309.2,9.5,1781,29.6,5520.57,201,0
True,False,309.2,9.4,1439,36.1,5439.97,203,0
False,True,309.2,9.5,1412,45.3,6698.25,205,0
True,False,309.1,9.4,1483,41.1,6382.81,208,0
True,False,309.2,9.4,1400,42.6,6245.49,210,0
True,False,309.3,9.5,1299,65.1,8855.62,212,1
True,False,309.2,9.4,1479,44.4,6876.69,214,0
True,False,309.2,9.4,1491,47.5,7416.51,216,0
False,True,309.3,9.4,1389,52.8,7680.06,0,0
False,True,309.4,9.5,1399,54.8,8028.36,3,0
False,True,309.4,9.5,1889,26.0,5143.21,6,0
True,False,309.5,9.5,1925,21.9,4414.72,9,0
True,False,309.5,9.5,1675,30.2,5297.25,11,0
False,True,309.6,9.6,1477,38.1,5892.97,13,0
True,False,309.6,9.6,1364,45.9,6556.25,16,0
True,False,309.5,9.6,1451,39.4,5986.77,18,0
True,False,309.4,9.5,1467,41.2,6329.3,20,0
True,False,309.4,9.5,1858,22.5,4377.81,22,0
True,False,309.4,9.3,1559,39.7,6481.35,24,0
True,False,309.4,9.3,1560,47.7,7792.41,26,0
True,False,309.4,9.3,1453,47.6,7242.71,28,0
True,False,309.4,9.3,1464,41.7,6393.02,30,0
True,False,309.4,9.4,1308,50.2,6876.07,32,0
True,False,309.5,9.4,1353,50.9,7211.81,34,0
False,True,309.6,9.4,1556,35.8,5833.39,36,0
True,False,309.5,9.3,2183,17.8,4069.14,39,0
False,True,309.6,9.4,1491,41.8,6526.53,41,0
False,True,309.6,9.4,1528,35.1,5616.41,44,0
True,False,309.6,9.4,1430,52.7,7891.79,47,0
True,False,309.5,9.3,1495,32.6,5103.73,49,0
False,True,309.5,9.3,1630,28.3,4830.62,51,0
False,True,309.6,9.3,1524,38.4,6128.37,54,0
True,False,309.6,9.3,1326,52.4,7276.18,57,0
False,False,309.5,9.2,1438,44.0,6625.83,59,0
True,False,309.6,9.2,1356,45.9,6517.8,64,0
False,False,309.6,9.2,1416,43.3,6420.66,66,0
True,False,309.7,9.3,1584,32.6,5407.56,71,0
True,False,309.6,9.3,1597,31.8,5318.15,73,0
True,False,309.6,9.2,1553,43.9,7139.45,75,0
False,True,309.5,9.2,1405,49.4,7268.28,77,0
True,False,309.5,9.3,1539,35.3,5689.08,80,0
False,True,309.6,9.3,1398,53.7,7861.58,82,0
True,False,309.6,9.3,1568,39.6,6502.34,85,0
True,False,309.6,9.3,1404,44.6,6557.38,87,0
False,True,309.5,9.3,1500,45.7,7178.54,89,0
False,True,309.5,9.3,1642,28.8,4952.16,92,0
False,True,309.6,9.3,1509,46.6,7363.83,95,0
True,False,309.5,9.3,1343,50.2,7060.06,98,0
True,False,309.5,9.4,1450,40.1,6088.93,100,0
True,False,309.4,9.4,1460,43.5,6650.75,102,0
True,False,309.3,9.3,1364,41.2,5884.92,104,0
False,True,309.3,9.4,1452,41.9,6371.02,106,0
True,False,309.3,9.4,1471,41.8,6438.99,109,0
True,False,309.2,9.3,1598,34.6,5790.04,111,0
True,False,309.1,9.3,1772,24.8,4601.97,113,0
True,False,309.2,9.3,1761,25.6,4720.93,115,0
False,True,309.3,9.3,1413,40.7,6022.34,117,0
True,False,309.3,9.3,1887,22.6,4465.9,120,0
True,False,309.3,9.3,1395,56.5,8253.75,122,0
False,True,309.4,9.3,1569,31.6,5192.05,124,0
True,False,309.4,9.3,1434,47.3,7102.95,127,0
True,False,309.5,9.3,1417,41.1,6098.74,129,0
True,False,309.5,9.3,1729,28.4,5142.12,131,0
True,False,309.5,9.3,1356,51.1,7256.2,133,0
True,False,309.5,9.3,1436,48.8,7338.43,135,0
False,True,309.6,9.3,1419,42.5,6315.39,137,0
True,False,309.6,9.3,1593,38.1,6355.79,140,0
False,True,309.5,9.2,1320,62.2,8597.91,142,0
False,True,309.5,9.2,1448,42.4,6429.29,145,0
True,False,309.4,9.1,1470,33.5,5156.92,148,0
False,True,309.4,9.1,1612,33.1,5587.55,150,0
True,False,309.4,9.0,1412,51.6,7629.8,153,0
False,True,309.4,9.0,1875,23.9,4692.75,155,0
True,False,309.3,9.0,1612,36.0,6077.1,158,0
False,True,309.3,8.9,1411,41.6,6146.8,160,0
False,True,309.2,8.9,1490,47.9,7473.95,163,0
False,True,309.3,8.9,1467,40.3,6191.04,166,0
True,False,309.2,8.9,1807,26.4,4995.63,169,0
True,False,309.1,8.8,1368,46.0,6589.8,171,0
True,False,309.2,8.9,1572,32.0,5267.82,173,0
False,True,309.1,8.8,1458,44.3,6763.79,175,0
True,False,309.1,8.8,1699,30.3,5390.94,178,0
True,False,309.3,9.0,1478,39.5,6113.64,180,0
False,True,309.4,9.0,1362,42.1,6004.65,182,0
False,False,309.4,9.0,1487,38.9,6057.44,185,0
True,False,309.4,9.1,1705,29.4,5249.29,190,0
True,False,309.3,9.0,1345,53.5,7535.37,192,0
True,False,309.2,8.9,1532,40.2,6449.31,194,0
True,False,309.2,8.9,1650,35.2,6082.12,196,0
True,False,309.2,8.9,1398,54.4,7964.06,198,0
True,False,309.2,8.9,1412,44.8,6624.32,200,0
True,False,309.3,8.9,1525,39.6,6324.03,202,0
False,True,309.3,9.0,1391,57.9,8434.01,204,0
True,False,309.3,8.9,1766,28.2,5215.17,207,0
True,False,309.3,8.9,1671,35.0,6124.53,209,0
True,False,309.3,8.8,1373,48.8,7016.47,211,0
False,True,309.4,8.9,1347,50.1,7066.98,213,0
False,True,309.3,8.8,1539,39.1,6301.5,216,0
True,False,309.3,8.8,1470,40.8,6280.67,219,0
True,False,309.3,8.8,1528,37.0,5920.44,221,0
False,False,309.3,8.8,1471,45.2,6962.73,223,0
False,True,309.2,8.8,1528,37.2,5952.44,228,0
True,False,309.3,8.8,1417,51.5,7641.98,231,1
True,False,309.4,8.8,1549,43.4,7039.95,233,0
False,False,309.4,8.8,1463,49.2,7537.69,235,0
True,False,309.5,8.8,1479,43.6,6752.79,240,0
True,False,309.5,8.9,1867,23.0,4496.77,242,0
True,False,309.4,8.8,1471,44.1,6793.29,244,0
False,False,309.4,8.8,1380,47.6,6878.83,246,1
False,False,309.7,9.0,1623,32.7,5557.7,0,0
True,False,309.7,8.9,1997,20.7,4328.89,5,0
False,False,309.6,8.9,1390,48.5,7059.68,7,0
True,False,309.7,8.9,1418,46.6,6919.76,12,0
True,False,309.7,8.9,1519,35.8,5694.68,14,0
False,True,309.7,8.9,1519,39.7,6315.05,16,0
False,True,309.6,8.9,1536,37.2,5983.6,19,0
True,False,309.6,8.8,1680,28.7,5049.17,22,0
False,False,309.4,8.8,1555,37.9,6171.61,24,0
True,False,309.5,8.9,1471,49.6,7640.52,29,0
False,True,309.4,8.9,1877,23.8,4678.1,31,0
False,True,309.3,8.8,1578,30.5,5040.06,34,0
False,True,309.4,8.9,1655,32.1,5563.29,37,0
False,False,309.4,8.9,1502,34.3,5395.02,40,0
False,True,309.4,8.8,1367,63.2,9047.2,45,1
True,False,309.5,8.8,1541,37.2,6003.08,48,0
False,True,309.6,9.0,1588,37.0,6152.91,50,0
True,False,309.6,9.0,1684,32.8,5784.22,53,0
True,False,309.5,8.9,1437,40.0,6019.29,55,0
True,False,309.6,9.0,1409,42.4,6256.13,57,0
False,True,309.5,9.0,1320,49.9,6897.68,59,0
False,False,309.5,9.0,1635,34.2,5855.61,62,0
False,True,309.5,9.0,1691,27.6,4887.44,67,0
False,True,309.6,9.0,1365,50.0,7147.12,70,0
False,True,309.7,9.0,1523,38.2,6092.45,73,0
True,False,309.7,9.1,1593,32.4,5404.92,76,0
True,False,309.6,9.0,1682,30.7,5407.46,78,0
True,False,309.6,8.9,1329,54.3,7557.07,80,0
False,True,309.6,8.9,1568,35.2,5779.86,82,0
True,False,309.6,8.9,1733,24.8,4500.69,85,0
False,True,309.6,8.9,1473,48.1,7419.53,87,0
False,True,309.5,8.8,1633,31.3,5352.53,90,0
False,True,309.5,8.9,1530,40.2,6440.89,93,0
False,True,309.5,8.9,1550,40.2,6525.09,96,0
True,False,309.4,8.8,1410,40.6,5994.79,99,0
True,False,309.3,8.8,1574,33.5,5521.77,101,0
True,False,309.4,8.8,1425,40.3,6013.79,103,0
False,True,309.4,8.8,1541,35.2,5680.33,105,0
False,True,309.5,8.8,1733,26.7,4845.5,108,0
True,False,309.4,8.8,2496,13.5,3528.64,111,0
True,False,309.4,8.8,1552,36.4,5915.91,113,0
True,False,309.3,8.7,1409,38.7,5710.19,115,0
False,True,309.4,8.8,1581,35.7,5910.56,117,0
True,False,309.5,8.8,1251,59.9,7847.16,120,0
True,False,309.6,8.9,1500,44.1,6927.21,122,0
True,False,309.5,8.9,1576,38.8,6403.49,124,0
False,True,309.5,8.8,1352,44.0,6229.57,126,0
True,False,309.6,8.9,1661,30.3,5270.37,129,0
True,False,309.6,8.9,1541,34.6,5583.51,131,0
False,False,309.6,9.0,1888,20.5,4053.07,133,0
True,False,309.5,9.0,1255,62.1,8161.39,138,0
True,False,309.6,9.0,1411,41.6,6146.8,140,0
True,False,309.5,8.9,1516,39.0,6191.45,142,0
False,True,309.5,8.9,1492,34.0,5312.22,144,0
True,False,309.6,9.0,1726,30.0,5422.39,147,0
True,False,309.7,9.0,1598,33.7,5639.43,149,0
True,False,309.8,9.0,1657,31.1,5396.49,151,0
True,False,309.7,8.9,1481,38.1,5908.93,153,0
False,True,309.7,9.0,1397,51.3,7504.86,155,0
True,False,309.7,8.9,1461,44.3,6777.7,158,0
False,True,309.6,8.9,1388,51.1,7427.44,160,0
True,False,309.7,9.0,1507,52.4,8269.38,163,0
False,True,309.6,8.9,1421,49.8,7410.58,165,0
False,True,309.7,8.9,1258,54.9,7232.39,168,0
False,True,309.7,8.9,1482,39.0,6052.59,171,0
False,False,309.6,8.9,1403,51.3,7537.09,174,0
True,False,309.7,8.9,1373,45.4,6527.62,179,0
True,False,309.7,8.8,1460,42.1,6436.7,181,0
False,True,309.7,8.9,1751,27.9,5115.86,183,0
False,True,309.6,8.8,1546,42.3,6848.23,186,0
False,True,309.7,8.9,1680,28.2,4961.2,189,0
False,True,309.7,8.8,1394,48.8,7123.79,192,0
True,False,309.6,8.9,1810,26.0,4928.11,195,0
True,False,309.5,8.8,1479,34.5,5343.38,197,0
True,False,309.7,8.8,1431,41.4,6203.95,199,0
True,False,309.7,8.8,2355,14.4,3551.26,201,0
False,True,309.6,8.9,1996,19.8,4138.61,203,1
True,False,309.5,8.8,1461,49.9,7634.48,0,0
False,False,309.5,8.8,2007,19.7,4140.4,2,0
True,False,309.6,8.9,1505,34.9,5500.35,7,0
False,False,309.6,8.9,1925,20.5,4132.5,9,0
False,True,309.5,8.8,1622,30.5,5180.59,14,0
True,False,309.5,8.8,1592,29.0,4834.7,17,0
True,False,309.5,8.8,1850,24.5,4746.42,19,0
False,True,309.5,8.8,1470,48.7,7496.78,21,0
False,True,309.5,8.8,1445,46.4,7021.25,24,0
True,False,309.5,8.8,1685,31.1,5487.68,27,0
False,False,309.5,8.8,1667,30.5,5324.32,29,0
True,False,309.5,8.8,1578,35.4,5849.77,34,0
False,False,309.4,8.8,1691,28.0,4958.27,36,0
False,True,309.5,8.8,1439,43.8,6600.3,41,0
False,True,309.6,8.8,1404,38.7,5689.93,44,0
True,False,309.6,8.8,1498,45.8,7184.65,47,0
False,True,309.5,8.7,1481,44.5,6901.5,49,0
False,True,309.4,8.7,1589,35.0,5823.99,52,0
True,False,309.5,8.8,1467,44.3,6805.54,55,0
True,False,309.4,8.8,1654,32.8,5681.17,57,0
True,False,309.5,8.8,1508,39.9,6300.9,59,0
False,True,309.6,8.9,1439,43.0,6479.74,61,0
True,False,309.5,8.8,1692,30.3,5368.73,64,0
False,True,309.5,8.8,1838,24.9,4792.63,66,0
True,False,309.3,8.7,1601,40.2,6739.78,69,0
True,False,309.4,8.8,1369,51.6,7397.45,71,0
False,True,309.4,8.8,1312,45.2,6210.13,73,0
True,False,309.4,8.8,1468,44.1,6779.43,76,0
False,True,309.4,8.8,1452,39.4,5990.89,78,0
False,True,309.5,8.8,1393,43.9,6403.9,81,0
False,True,309.4,8.8,1432,44.2,6628.17,84,0
False,True,309.3,8.7,1510,46.0,7273.83,87,0
False,True,309.4,8.8,1521,37.2,5925.17,90,0
False,False,309.4,8.9,1360,46.2,6579.75,93,0
False,True,309.3,8.8,1881,25.5,5022.94,98,0
True,False,309.3,8.9,1413,50.3,7442.84,101,0
False,False,309.4,8.9,1642,36.2,6224.58,103,0
True,False,309.5,9.0,1542,38.5,6216.9,108,0
True,False,309.5,9.1,1447,39.3,5955.11,110,0
False,False,309.4,9.0,1530,40.4,6472.94,112,0
True,False,309.5,9.0,1795,27.7,5206.82,117,0
True,False,309.6,9.0,1290,57.4,7754.08,119,0
True,False,309.7,9.1,1639,30.4,5217.72,121,0
True,False,309.8,9.1,1596,31.5,5264.68,123,0
True,False,309.8,9.2,1455,48.0,7313.63,125,0
False,True,309.8,9.2,1659,28.9,5020.8,127,0
False,True,309.8,9.2,1532,42.5,6818.3,130,0
True,False,309.8,9.2,1502,42.4,6669.06,133,0
True,False,309.8,9.2,1688,28.6,5055.53,135,0
False,True,309.7,9.2,1341,50.9,7147.85,137,0
False,True,309.7,9.2,1685,29.4,5187.71,140,0
False,True,309.8,9.3,1370,55.9,8019.75,143,0
True,False,309.8,9.3,1461,52.5,8032.27,146,0
True,False,309.8,9.3,1550,37.4,6070.6,148,0
False,True,309.8,9.3,1508,37.8,5969.28,150,0
True,False,309.8,9.3,1345,62.7,8831.17,153,0
True,False,309.7,9.2,1616,34.5,5838.34,155,0
True,False,309.7,9.2,1395,61.0,8911.13,157,0
False,False,309.8,9.3,1324,72.8,10093.64,159,1
True,False,309.8,9.3,1445,43.9,6642.95,164,0
False,True,309.8,9.3,1555,38.9,6334.45,166,0
False,True,309.9,9.3,1449,42.4,6433.73,169,0
False,True,309.9,9.4,1466,53.2,8167.22,172,0
True,False,309.9,9.4,1503,37.4,5886.53,175,0
True,False,309.7,9.3,1488,35.7,5562.88,177,0
True,False,309.7,9.3,1314,50.2,6907.61,179,0
False,True,309.7,9.3,1547,38.0,6156.06,181,0
False,True,309.7,9.3,1466,39.8,6110.06,184,0
True,False,309.6,9.3,1537,37.1,5971.4,187,0
False,True,309.5,9.3,1434,51.5,7733.66,189,0
True,False,309.6,9.2,1432,44.7,6703.15,192,0
True,False,309.6,9.1,1390,48.4,7045.13,194,0
True,False,309.7,9.2,1580,42.8,7081.57,196,0
True,False,309.7,9.2,1589,30.5,5075.19,198,0
True,False,309.8,9.3,1441,48.8,7363.98,200,0
True,False,309.8,9.3,1305,51.7,7065.28,202,0
False,True,309.8,9.3,1566,35.9,5887.28,204,0
True,False,309.8,9.3,1379,54.2,7826.94,207,1
True,False,309.6,9.2,1543,38.1,6156.3,209,0
True,False,309.8,9.3,1421,49.6,7380.82,211,0
True,False,309.6,9.1,1760,30.6,5639.79,213,0
True,False,309.5,9.1,1711,29.2,5231.92,215,0
True,False,309.6,9.1,1465,41.6,6382.04,217,0
True,False,309.6,9.1,1366,50.2,7180.97,219,0
False,True,309.5,9.1,1888,21.9,4329.87,221,0
True,False,309.5,9.0,1777,23.6,4391.65,0,0
True,False,309.5,9.0,1379,55.6,8029.11,2,0
True,False,309.5,9.1,1525,51.3,8192.49,4,0
False,True,309.6,9.2,1563,34.0,5565.02,6,0
False,True,309.7,9.2,1389,43.3,6298.23,9,0
False,True,309.8,9.2,1447,42.9,6500.61,12,0
False,True,309.7,9.1,1934,22.8,4617.64,15,0
False,False,309.7,9.1,1470,43.8,6742.49,18,0
False,True,309.7,9.1,1428,42.6,6370.4,23,0
True,False,309.6,9.2,1319,48.1,6643.83,26,0
True,False,309.7,9.2,1887,24.3,4801.83,28,0
True,False,309.5,9.1,1349,50.4,7119.85,30,0
False,True,309.5,9.2,1665,31.4,5474.85,32,0
True,False,309.5,9.2,1474,38.7,5973.61,35,0
True,False,309.5,9.1,1543,38.9,6285.56,37,0
False,True,309.4,9.2,1459,43.9,6707.31,39,0
True,False,309.5,9.2,1551,37.9,6155.73,42,0
True,False,309.4,9.2,1981,21.4,4439.43,44,0
True,False,309.4,9.2,1526,35.3,5641.02,46,0
False,True,309.4,9.2,1501,40.0,6287.37,48,0
True,False,309.4,9.2,1558,38.3,6248.77,51,0
True,False,309.3,9.1,1532,43.2,6930.6,53,0
True,False,309.2,9.1,1326,55.9,7762.18,55,0
True,False,309.2,9.0,1431,51.3,7687.51,57,0
True,False,309.3,9.1,1366,49.3,7052.23,59,0
True,False,309.2,9.1,1421,42.5,6324.29,61,0
False,False,309.3,9.1,1506,35.6,5614.4,63,0
False,False,309.3,9.1,1342,48.7,6844.0,68,0
True,False,309.2,9.1,1427,37.6,5618.76,73,0
True,False,309.2,9.0,1667,29.9,5219.58,75,0
True,False,309.1,9.0,1400,46.7,6846.58,77,0
True,False,309.0,9.0,1709,32.1,5744.81,79,0
False,True,309.0,9.0,1368,45.8,6561.15,81,0
True,False,309.1,9.1,1882,23.8,4690.57,84,0
True,False,309.1,9.0,1353,58.7,8316.96,86,0
True,False,309.0,9.1,1553,40.0,6505.19,88,0
True,False,309.1,9.1,1431,45.4,6803.37,90,0
False,True,309.1,9.0,1731,30.4,5510.6,92,0
False,True,309.2,9.1,1687,27.7,4893.54,95,0
False,True,309.2,9.1,1457,44.3,6759.15,98,0
True,False,309.2,9.1,1533,37.0,5939.81,101,0
False,False,309.0,9.0,1622,31.8,5401.4,103,0
True,False,309.1,9.1,1791,28.2,5289.0,108,0
True,False,309.1,9.1,1631,28.3,4833.58,110,0
True,False,309.0,9.0,2174,16.9,3847.47,112,0
True,False,309.0,8.9,1314,58.2,8008.42,114,0
True,False,309.1,9.0,1478,46.9,7258.98,116,0
True,False,309.2,9.1,1783,27.3,5097.33,118,0
False,True,309.2,9.1,1385,46.1,6686.2,120,0
True,False,309.2,9.2,1444,43.6,6592.99,123,0
True,False,309.3,9.2,1841,23.0,4434.15,125,0
False,True,309.4,9.3,1349,56.2,7939.2,127,0
True,False,309.3,9.2,1340,56.0,7858.17,130,0
False,True,309.2,9.3,1539,43.2,6962.27,132,0
False,True,309.3,9.3,1932,21.8,4410.54,135,0
False,True,309.3,9.3,1407,43.9,6468.26,138,0
True,False,309.3,9.2,1712,28.5,5109.49,141,0
False,False,309.4,9.3,1329,55.2,7682.33,143,0
True,False,309.2,9.1,1441,42.9,6473.66,148,0
True,False,309.2,9.2,1610,32.1,5412.02,150,0
False,True,309.1,9.1,1474,45.2,6976.93,152,0
False,True,309.1,9.1,1624,30.8,5238.0,155,0
False,False,309.3,9.2,1520,38.2,6080.45,158,0
False,False,309.3,9.2,1448,45.8,6944.85,163,0
True,False,309.3,9.3,1558,29.7,4845.66,168,0
False,True,309.3,9.3,2293,16.3,3914.0,170,0
True,False,309.3,9.3,1397,51.2,7490.23,173,0
True,False,309.3,9.3,1972,22.0,4543.16,175,0
False,True,309.2,9.3,1574,36.5,6016.25,177,0
True,False,309.2,9.3,1560,38.9,6354.81,180,0
False,True,309.2,9.3,1353,49.8,7055.95,182,0
False,True,309.2,9.3,1389,51.2,7447.33,185,0
False,True,309.1,9.2,1513,43.8,6939.72,188,0
True,False,309.1,9.3,1578,42.1,6956.93,191,0
False,False,309.0,9.2,1467,37.3,5730.17,193,0
True,False,309.1,9.2,1412,48.3,7141.85,198,0
True,False,309.1,9.3,1668,30.3,5292.58,200,0
False,True,309.2,9.4,1678,29.8,5236.45,202,0
True,False,309.1,9.3,1612,35.4,5975.81,205,0
True,False,309.1,9.3,1485,39.9,6204.8,207,0
False,True,309.1,9.3,1456,39.4,6007.4,209,0
True,False,309.2,9.4,1504,38.7,6095.19,212,0
True,False,309.2,9.3,1491,44.3,6916.88,214,0
False,False,309.2,9.3,1525,33.2,5301.96,0,0
True,False,309.2,9.2,1759,27.9,5139.24,5,0
False,True,309.1,9.3,1355,56.7,8045.46,7,0
False,True,309.1,9.2,1345,56.8,8000.17,10,0
False,True,309.2,9.3,1683,30.5,5375.42,13,0
True,False,309.2,9.3,1658,34.8,6042.16,16,0
True,False,309.2,9.2,1566,34.4,5641.3,18,0
False,True,309.3,9.2,1469,43.9,6753.28,20,0
False,True,309.5,9.3,1458,46.9,7160.76,23,0
True,False,309.4,9.3,1858,23.6,4591.84,26,0
False,False,309.4,9.3,1563,40.8,6678.02,28,0
True,False,309.4,9.3,2141,17.9,4013.27,33,0
True,False,309.3,9.3,1473,46.0,7095.6,35,0
False,False,309.4,9.4,1498,38.5,6039.5,37,0
True,False,309.4,9.3,1568,39.7,6518.76,42,0
True,False,309.4,9.3,1694,27.4,4860.63,44,0
True,False,309.4,9.4,1499,35.7,5604.0,46,0
True,False,309.5,9.5,1717,28.3,5088.45,48,0
False,True,309.5,9.4,1462,42.8,6552.69,50,0
True,False,309.6,9.5,1642,34.5,5932.27,53,0
True,False,309.6,9.5,1760,25.4,4681.39,55,0
True,False,309.5,9.4,1660,32.7,5684.4,57,0
True,False,309.5,9.4,1557,40.6,6619.78,59,0
False,False,309.6,9.4,1442,49.2,7429.49,61,0
True,False,309.6,9.4,1359,51.5,7329.18,66,0
True,False,309.8,9.4,1342,52.5,7378.03,68,0
True,False,309.9,9.5,1435,54.8,8234.95,70,0
True,False,309.9,9.5,1567,36.5,5989.5,72,0
True,False,309.9,9.5,1376,43.5,6268.11,74,0
False,False,309.9,9.5,1513,38.7,6131.67,76,0
False,False,309.9,9.5,2563,12.8,3435.48,81,1
True,False,310.0,9.5,1521,45.1,7183.47,86,0
True,False,310.0,9.4,1658,34.7,6024.8,88,0
False,False,310.0,9.4,1419,42.4,6300.53,90,0
False,True,310.0,9.4,1478,36.3,5618.36,95,0
False,True,310.0,9.5,1415,43.5,6445.76,98,0
False,True,309.9,9.4,1780,26.5,4939.63,101,0
False,True,309.7,9.3,1440,42.8,6454.09,104,0
False,False,309.8,9.4,1448,39.7,6019.88,107,0
False,False,309.7,9.3,1500,35.2,5529.2,112,0
True,False,309.8,9.4,1513,32.9,5212.71,117,0
True,False,309.8,9.3,1428,43.8,6549.84,119,0
False,True,309.8,9.3,1473,42.3,6524.87,121,0
False,True,309.9,9.4,1483,49.3,7656.26,124,0
True,False,309.7,9.3,1534,42.5,6827.2,127,0
True,False,309.8,9.3,1367,54.0,7730.2,129,0
True,False,309.7,9.3,1467,36.9,5668.72,131,0
False,True,309.7,9.3,1488,42.2,6575.73,133,0
True,False,309.7,9.3,1679,30.1,5292.32,136,0
False,False,309.8,9.4,1409,47.5,7008.63,138,0
False,True,309.7,9.3,1367,51.2,7329.38,143,0
True,False,309.8,9.4,1314,63.1,8682.67,146,0
True,False,309.9,9.4,1480,40.0,6199.41,148,0
True,False,309.8,9.4,1549,38.9,6310.0,150,0
True,False,309.7,9.3,1685,31.3,5522.97,152,0
True,False,309.6,9.2,1536,34.5,5549.31,154,0
False,True,309.7,9.3,1539,37.7,6075.87,156,0
True,False,309.7,9.3,1384,45.1,6536.44,159,0
False,True,309.6,9.2,1614,30.3,5121.24,161,0
False,True,309.6,9.2,1675,35.5,6226.9,164,0
False,True,309.7,9.3,1685,32.3,5699.43,167,0
True,False,309.6,9.2,1386,56.9,8258.56,170,0
False,True,309.6,9.3,1488,41.3,6435.49,172,0
True,False,309.6,9.3,1624,32.6,5544.12,175,0
True,False,309.6,9.3,1600,34.6,5797.29,177,0
True,False,309.6,9.3,1468,44.7,6871.67,179,0
True,False,309.6,9.3,1435,45.4,6822.39,181,0
False,True,309.5,9.3,1564,33.4,5470.31,183,0
