record_index,Type_L,Type_M,Process temperature [K],Temperature difference,Rotational speed [rpm],Torque [Nm],Power [W],Tool wear [min]
9845,1,0,309.1,10.8,1421,47.4,7053.44,33
6089,1,0,310.7,9.8,1509,37.5,5925.83,12
73,1,0,309.1,10.1,1592,35.0,5834.98,200
2974,0,1,309.4,8.8,1521,37.2,5925.17,90
4671,1,0,311.4,8.1,1511,43.4,6867.25,65
5065,1,0,313.0,8.9,1566,37.2,6100.47,7
5953,0,1,310.9,10.2,1486,38.9,6053.37,106
6559,0,0,310.6,9.1,1512,39.0,6175.11,143
6247,1,0,310.2,9.4,1492,46.3,7234.0,187
3588,0,1,310.6,8.9,1505,44.5,7013.34,146
3431,1,0,310.7,9.1,1429,43.6,6524.5,176
7892,0,1,312.6,11.7,1555,40.6,6611.27,109
7029,1,0,310.6,10.0,1454,39.7,6044.82,67
1647,1,0,307.8,10.0,1761,28.9,5329.49,128
2978,0,0,309.4,8.9,1642,36.2,6224.58,103
1443,1,0,310.1,11.2,1602,38.2,6408.47,58
371,1,0,308.4,10.9,1604,38.1,6399.68,106
6690,1,0,311.0,9.3,1343,49.2,6919.42,25
2930,0,0,309.6,8.9,1403,51.3,7537.09,174
2201,1,0,309.0,9.2,1567,36.1,5923.86,95
9420,1,0,308.4,10.4,1472,42.0,6474.19,15
7765,0,0,311.6,11.3,1427,56.2,8398.25,8
6352,1,0,309.6,9.6,1496,38.8,6078.44,27
2745,0,1,309.1,9.4,1603,38.5,6462.83,170
4144,1,0,310.1,8.3,1738,28.0,5096.08,58
9088,0,1,307.9,10.8,1662,26.9,4681.79,183
8086,1,0,311.4,11.2,1463,37.5,5745.19,145
8754,1,0,308.6,11.2,1635,30.5,5222.11,159
2754,0,0,309.1,9.5,1630,32.3,5513.39,194
3206,0,1,309.0,8.9,1612,33.0,5570.67,34
5759,1,0,311.3,9.5,1551,35.8,5814.65,61
9546,0,1,311.2,11.5,1560,43.9,7171.63,126
9916,0,1,308.8,10.3,1553,34.9,5675.78,18
6456,1,0,310.2,9.5,1387,50.6,7349.46,83
2468,0,1,308.6,9.7,1524,40.4,6447.55,131
9604,0,0,310.2,11.2,1637,38.0,6514.2,68
9702,1,0,310.0,11.1,1633,31.2,5335.43,76
2744,1,0,309.2,9.5,1620,30.0,5089.38,168
2407,0,1,308.6,9.5,1499,45.1,7079.57,185
4264,0,1,311.0,8.4,1542,39.7,6410.67,141
4215,0,1,310.7,8.7,2157,17.8,4020.67,17
1327,1,0,310.2,11.4,1814,26.8,5090.97,204
7118,1,0,310.5,9.6,1565,35.9,5883.52,81
1638,1,0,307.8,9.9,1397,45.0,6583.21,104
7887,1,0,312.4,11.7,1590,37.9,6310.52,98
4500,1,0,310.4,7.8,1638,36.2,6209.42,84
3468,1,0,310.7,8.9,2092,18.6,4074.77,51
341,0,1,308.2,10.8,1530,32.6,5223.21,22
4460,1,0,310.5,7.9,1596,32.8,5481.95,193
4461,1,0,310.5,7.8,1642,30.8,5296.06,195
3577,0,1,310.4,8.8,1455,39.0,5942.32,118
416,1,0,308.5,11.1,1495,37.8,5917.82,211
7874,1,0,312.3,11.6,1548,37.9,6143.82,58
9628,0,0,310.0,11.0,1569,34.3,5635.67,132
7716,0,1,311.5,11.0,1378,48.2,6955.44,82
338,1,0,308.2,10.7,1563,38.2,6252.46,15
8636,1,0,308.4,10.9,1723,27.3,4925.8,67
919,1,0,305.8,10.4,1407,50.7,7470.17,192
8810,0,1,308.5,11.2,1625,32.8,5581.56,92
6470,1,0,309.6,9.2,1379,54.5,7870.27,122
9034,0,0,308.2,10.8,1585,46.2,7668.31,37
931,1,0,305.9,10.4,1542,36.2,5845.5,12
3627,1,0,311.5,9.3,1588,30.6,5088.63,39
8520,0,1,309.5,11.2,1543,49.9,8062.97,199
2145,1,0,308.8,9.5,1550,45.8,7434.06,170
5356,0,0,312.6,9.3,1692,29.0,5138.39,125
9432,1,0,308.7,10.7,1619,40.1,6798.61,45
9403,1,0,308.1,10.4,1697,29.1,5171.34,179
4656,1,0,311.2,8.1,1626,32.3,5499.86,21
9552,0,1,310.8,11.5,1523,40.9,6523.07,141
9384,0,1,308.1,10.5,1379,57.4,8289.05,122
4743,1,0,311.3,8.0,1409,51.8,7643.1,16
4698,1,0,311.6,8.2,1564,41.9,6862.45,137
2803,1,0,309.5,9.3,1343,50.2,7060.06,98
1814,1,0,307.7,9.6,1650,34.1,5892.06,138
5859,1,0,311.0,9.7,1542,33.6,5425.66,80
4567,0,1,310.8,8.0,1451,44.7,6792.09,32
155,0,0,308.2,9.8,1987,19.8,4119.95,198
4792,0,0,312.7,9.0,1564,40.2,6584.02,150
8591,1,0,307.9,10.5,1606,33.4,5617.21,176
764,1,0,307.9,11.1,1337,56.5,7910.58,5
3033,0,1,309.7,9.1,1934,22.8,4617.64,15
3526,0,0,310.8,9.0,1470,37.6,5788.07,204
5462,1,0,312.3,9.4,1889,22.8,4510.2,148
6511,0,1,310.1,8.9,2280,15.7,3748.55,11
5640,1,0,312.1,9.5,1420,51.6,7673.03,182
8174,1,0,311.3,11.4,1371,52.3,7508.75,167
5593,1,0,311.9,9.3,1354,48.0,6805.95,67
8294,0,1,310.5,11.6,1525,38.5,6148.36,27
489,0,1,309.2,11.7,1347,55.8,7871.01,188
9789,1,0,309.6,11.0,1715,28.4,5100.48,90
7230,1,0,309.8,10.0,1542,39.4,6362.23,155
6043,0,1,310.9,10.2,1468,41.8,6425.86,112
4385,1,0,309.7,7.9,1442,45.3,6840.57,233
3922,0,1,311.4,8.8,1757,29.5,5427.78,151
5950,1,0,310.8,10.1,1689,28.9,5111.59,100
9938,1,0,308.1,9.8,1528,33.9,5424.4,82
1787,1,0,308.2,9.8,1364,45.9,6556.25,63
8851,0,1,308.9,11.2,1573,35.1,5781.82,9
9465,0,1,309.4,10.8,1460,43.8,6696.62,138
915,0,1,305.8,10.4,1526,38.2,6104.45,181
357,1,0,308.4,10.8,1517,34.2,5433.01,66
5388,0,1,312.3,9.5,1432,49.0,7347.98,218
6024,1,0,310.9,10.2,1356,65.3,9272.6,66
1952,1,0,307.8,9.8,1266,60.5,8020.8,81
7313,1,0,310.4,10.5,1408,38.4,5661.9,144
6587,0,1,310.7,9.1,1813,24.6,4670.48,210
9593,1,0,310.2,11.1,1352,52.8,7475.48,41
3352,1,0,310.8,9.4,1610,34.6,5833.52,187
3458,1,0,310.4,8.9,1329,46.6,6485.44,24
9731,1,0,310.0,11.2,1389,49.6,7214.6,149
6259,0,1,310.8,9.6,1396,47.4,6929.35,5
2199,0,1,309.1,9.3,1268,58.0,7701.51,90
7714,1,0,311.5,11.0,1487,43.0,6695.89,78
5185,1,0,313.0,9.0,2012,21.1,4445.69,115
6403,1,0,309.6,9.5,1649,33.6,5802.14,168
9807,1,0,309.0,10.8,1413,55.0,8138.3,145
741,1,0,308.3,11.4,1513,38.8,6147.51,189
9824,1,0,309.3,10.9,1504,39.3,6189.69,192
124,1,0,308.7,9.8,1727,29.4,5317.02,116
7426,0,1,311.4,11.4,1692,29.0,5138.39,216
9307,1,0,309.1,10.8,1395,49.8,7274.99,133
1268,1,0,309.5,11.5,1496,45.8,7175.06,46
6225,0,1,311.0,9.8,1424,41.4,6173.61,131
435,1,0,308.3,10.9,1493,41.2,6441.48,43
8130,0,0,311.2,11.2,1393,43.1,6287.2,45
737,0,0,308.3,11.4,1474,39.2,6050.79,177
6117,1,0,311.0,10.2,1578,44.4,7337.0,86
9061,0,1,308.4,11.2,1863,26.0,5072.42,110
6670,1,0,310.6,9.1,1998,20.2,4226.45,210
9715,1,0,310.1,11.0,1373,55.6,7994.18,108
2329,1,0,308.7,9.4,1484,40.5,6293.87,213
1643,1,0,307.8,9.8,1453,37.7,5736.35,119
7384,1,0,310.4,10.7,1614,36.2,6118.44,108
4928,1,0,312.3,8.8,1584,35.2,5838.84,74
5281,0,1,313.0,9.3,1469,39.9,6137.95,137
4268,1,0,311.0,8.3,1694,29.8,5286.38,150
7605,0,0,311.3,10.9,2026,20.3,4306.89,26
9415,0,1,308.7,10.5,1361,44.2,6299.54,0
3339,1,0,310.9,9.3,1492,45.2,7062.13,155
7756,1,0,311.8,11.3,1368,57.9,8294.56,191
8329,1,0,309.7,10.9,1424,49.6,7396.4,129
1869,0,1,308.1,9.8,1630,32.7,5581.67,83
6854,1,0,311.2,10.2,1511,42.9,6788.13,26
2361,0,1,308.6,9.4,1631,35.4,6046.25,64
8528,1,0,309.3,10.9,1512,35.8,5668.44,18
2343,1,0,308.3,9.2,1305,61.4,8390.88,17
5600,1,0,312.1,9.3,1487,36.6,5699.29,84
1170,0,1,308.1,11.0,1823,24.3,4638.97,219
9681,0,1,310.1,11.0,1412,44.4,6565.17,24
2648,1,0,309.4,9.6,1436,51.6,7759.48,158
396,1,0,308.3,10.9,1490,42.6,6646.98,164
6028,1,0,310.9,10.3,1472,47.6,7337.42,75
1524,1,0,309.0,10.8,1601,35.8,6002.1,43
3091,1,0,309.3,9.3,1558,29.7,4845.66,168
4528,1,0,310.5,8.0,1507,39.5,6233.6,147
4194,1,0,311.0,8.6,1423,46.2,6884.55,186
7718,0,0,311.7,11.1,1427,44.6,6664.81,87
5056,0,1,312.9,9.0,1430,53.5,8011.58,189
2141,0,1,308.9,9.6,1577,34.9,5763.49,160
6741,0,1,311.1,9.4,1506,39.5,6229.46,158
711,1,0,308.7,11.2,1443,46.2,6981.31,110
9003,1,0,307.9,10.8,1342,49.1,6900.22,179
7206,1,0,309.7,9.9,1457,51.9,7918.73,89
2616,1,0,309.1,9.7,1207,66.5,8405.38,66
3121,1,0,309.4,9.3,2141,17.9,4013.27,33
9594,1,0,310.3,11.2,1727,28.7,5190.42,43
2993,0,1,309.8,9.3,1370,55.9,8019.75,143
2724,0,1,309.3,9.5,1470,42.7,6573.15,119
8538,1,0,309.4,10.9,1548,37.7,6111.4,43
9533,1,0,310.5,11.3,1705,29.5,5267.14,95
9348,1,0,308.7,10.5,1436,49.1,7383.54,26
8685,0,0,308.5,11.3,1524,41.4,6607.15,192
2579,1,0,309.1,9.8,1795,24.7,4642.91,187
4682,1,0,311.8,8.2,1567,31.7,5201.84,97
2026,0,1,308.5,9.8,1360,52.9,7533.96,69
95,0,1,309.0,10.0,1351,52.2,7385.07,44
8119,1,0,311.7,11.4,1333,55.2,7705.45,18
8921,1,0,308.1,11.0,1633,33.3,5694.55,192
8430,1,0,310.2,11.3,1304,57.2,7810.92,183
912,1,0,306.0,10.4,1569,40.4,6637.93,174
9169,1,0,308.8,11.1,1896,24.5,4864.44,186
1184,1,0,308.5,11.2,1497,47.5,7446.36,27
6083,1,0,310.7,9.8,1389,50.0,7272.79,214
7229,1,0,309.8,10.0,1749,33.4,6117.37,153
4341,1,0,309.8,8.1,1398,46.0,6734.32,109
5838,0,1,311.2,9.8,1476,36.5,5641.67,25
5570,0,1,312.1,9.7,1492,47.7,7452.74,7
173,0,1,308.0,9.8,1591,33.7,5614.73,32
2864,0,0,309.4,8.8,1380,47.6,6878.83,246
697,0,1,308.8,11.2,1453,39.7,6040.66,69
1876,1,0,308.0,9.7,1242,62.0,8063.84,98
5366,0,0,312.6,9.5,1404,40.6,5969.28,152
9365,0,1,308.6,10.6,1254,55.8,7327.58,65
1142,1,0,307.9,11.0,1423,43.9,6541.81,149
890,1,0,306.0,10.4,1370,52.4,7517.62,115
9303,1,0,309.0,10.8,1491,38.3,5980.05,121
770,1,0,308.0,11.2,1391,54.4,7924.19,17
6256,1,0,310.6,9.6,1493,37.8,5909.9,206
2126,1,0,309.0,9.7,1449,46.5,7055.86,121
8723,1,0,308.6,11.4,1578,34.4,5684.52,76
3482,1,0,310.8,8.9,1540,37.6,6063.69,83
6631,0,1,310.4,8.9,1378,55.3,7980.0,109
2357,1,0,308.5,9.2,1772,26.1,4843.2,52
6994,1,0,310.8,10.2,1375,53.2,7660.25,179
5568,1,0,312.1,9.6,1534,38.6,6200.71,3
3862,0,0,311.5,9.0,1496,43.8,6861.74,218
7364,1,0,309.9,10.4,1402,51.7,7590.44,58
6340,0,0,309.9,9.4,1397,45.9,6714.87,210
7207,0,1,309.6,9.9,1540,34.4,5547.63,91
5277,1,0,312.9,9.4,1501,44.0,6916.11,128
3694,0,1,311.3,9.2,1511,45.0,7120.42,204
8575,0,1,308.3,10.7,1648,29.1,5022.02,134
7226,1,0,309.6,9.9,1399,51.3,7515.6,144
1882,0,1,307.6,9.6,1581,43.4,7185.39,113
8060,0,0,311.5,11.3,1426,44.3,6615.34,73
2331,1,0,308.6,9.3,1384,53.6,7768.36,218
7552,1,0,311.3,11.0,1525,40.7,6499.69,105
5918,1,0,310.1,9.5,1541,42.0,6777.67,23
9703,1,0,310.0,11.1,1422,43.6,6492.54,78
1555,1,0,308.6,10.2,1491,42.0,6557.76,120
5672,0,0,311.6,9.5,1701,26.2,4666.96,46
9454,1,0,309.2,10.8,1583,35.4,5868.31,112
6287,0,1,310.6,9.5,1479,41.1,6365.59,72
9228,0,1,309.1,11.0,1572,37.5,6173.23,126
7535,1,0,311.2,11.2,1629,31.7,5407.65,62
2333,1,0,308.5,9.3,1445,45.2,6839.67,222
4318,1,0,310.1,8.6,1541,42.2,6809.95,52
9814,0,0,309.1,10.8,1430,40.9,6124.74,162
3992,1,0,311.3,9.0,1614,34.1,5763.5,129
929,1,0,306.0,10.4,1419,51.1,7593.32,7
1854,0,1,307.2,9.6,1470,42.6,6557.76,44
8337,0,1,309.7,10.9,1589,35.3,5873.91,149
918,0,1,305.7,10.4,1473,38.5,5938.71,189
4632,0,1,311.2,8.3,1330,53.7,7479.19,200
5310,1,0,313.0,9.2,1427,43.0,6425.71,0
8421,1,0,310.3,11.4,1496,36.3,5686.79,161
5503,0,0,312.0,9.4,1657,29.3,5084.15,37
2123,1,0,309.0,9.7,1491,38.4,5995.67,115
2324,1,0,308.8,9.5,1636,29.9,5122.51,201
8899,0,1,308.5,11.2,1710,27.7,4960.26,138
6431,1,0,309.8,9.6,1353,59.4,8416.14,26
9412,1,0,308.5,10.5,1702,26.7,4758.82,203
3062,1,0,309.0,9.1,1553,40.0,6505.19,88
9144,0,1,308.5,11.0,1447,41.6,6303.63,118
1954,1,0,307.8,9.9,1459,46.9,7165.67,85
74,1,0,309.0,10.1,1601,32.3,5415.3,202
2139,1,0,309.0,9.7,1415,47.6,7053.29,156
8428,0,1,310.3,11.3,1827,28.0,5357.04,178
8109,1,0,311.7,11.4,1821,26.3,5015.27,202
7771,1,0,311.6,11.3,1709,29.5,5279.5,27
3852,1,0,310.9,8.6,2034,19.7,4196.1,190
1179,1,0,308.4,11.1,1441,43.4,6549.11,14
12,0,1,309.1,10.5,1339,51.1,7165.23,34
8215,1,0,310.5,11.4,1437,43.1,6485.79,40
5876,1,0,311.1,9.6,1426,52.1,7780.11,121
3086,1,0,309.2,9.2,1610,32.1,5412.02,150
361,1,0,308.3,10.8,1596,36.8,6150.48,77
595,0,1,309.6,12.0,1330,53.1,7395.62,7
3959,0,1,311.4,9.2,1538,37.4,6023.61,37
3656,0,1,311.5,9.4,1383,53.6,7762.75,108
6680,1,0,310.8,9.3,1417,49.7,7374.88,5
5313,0,1,312.9,9.2,1566,32.6,5346.11,9
5654,1,0,311.6,9.3,1544,34.3,5545.87,0
299,0,1,308.3,10.5,1567,35.6,5841.81,131
4089,0,1,310.5,8.6,1590,40.3,6710.13,130
7980,0,1,312.4,11.2,1505,39.6,6241.09,102
9380,1,0,308.1,10.7,1435,45.7,6867.47,110
308,1,0,308.5,10.6,1305,47.2,6450.32,155
3382,1,0,310.6,9.3,1510,38.5,6087.88,47
8802,1,0,308.6,11.2,1524,43.1,6878.45,73
3819,1,0,310.7,8.5,1567,36.4,5973.09,100
5028,0,1,313.2,9.3,1630,29.3,5001.31,104
5933,1,0,310.5,10.0,1373,47.4,6815.18,56
9327,1,0,309.2,10.7,1504,33.7,5307.7,182
2501,0,1,308.9,9.8,1476,42.7,6599.98,225
3197,1,0,309.1,9.1,1465,40.6,6228.63,9
3971,0,0,311.4,9.2,1625,35.4,6024.0,70
6827,0,1,310.9,9.9,1515,41.8,6631.59,170
8456,1,0,309.9,11.3,1556,38.6,6289.64,36
6940,0,0,311.4,10.6,1453,44.6,6786.24,38
9301,0,1,308.9,10.8,1459,50.3,7685.14,115
7014,0,0,310.5,10.0,1403,47.7,7008.17,24
5820,1,0,311.1,9.8,1723,27.6,4979.93,210
7868,0,0,311.9,11.5,1438,46.7,7032.41,41
4489,1,0,310.4,7.9,1487,40.2,6259.87,48
1863,0,1,307.7,9.8,1517,39.5,6274.96,69
8062,0,1,311.6,11.3,1359,54.1,7699.2,81
1369,0,1,310.3,11.6,1481,41.5,6436.23,83
9330,0,1,309.0,10.6,1507,36.1,5697.04,191
2912,1,0,309.6,8.9,1661,30.3,5270.37,129
8178,1,0,311.2,11.5,1352,52.1,7376.38,176
9894,1,0,309.5,10.6,1645,31.1,5357.41,169
4829,1,0,311.9,8.5,1491,38.2,5964.44,26
4922,0,1,312.2,8.8,1615,35.7,6037.67,56
5284,0,1,313.2,9.4,1732,29.6,5368.69,147
3195,0,1,309.2,9.2,1635,32.4,5547.42,4
4405,1,0,310.2,7.8,1331,45.5,6341.88,53
1722,0,1,307.7,9.5,1952,21.6,4415.32,93
8679,1,0,308.5,11.2,1456,54.2,8263.98,179
4394,1,0,310.0,7.8,1483,48.7,7563.08,20
3082,0,1,309.3,9.3,1407,43.9,6468.26,138
5263,1,0,312.8,9.3,1877,22.3,4383.27,96
6119,1,0,311.1,10.2,1471,39.3,6053.88,91
4788,0,0,312.6,8.9,1514,35.5,5628.37,138
2214,0,0,309.2,9.5,1355,44.8,6356.91,127
5489,1,0,312.1,9.5,1499,35.0,5494.12,215
9215,1,0,308.8,10.9,1681,31.7,5580.27,94
920,0,1,305.9,10.4,1518,44.1,7010.34,194
5566,1,0,312.0,9.6,1457,45.5,6942.24,206
1912,0,1,307.7,9.7,1621,34.9,5924.3,194
9721,1,0,309.8,11.0,1490,40.6,6334.92,124
6167,0,1,310.7,9.8,1362,51.6,7359.62,212
3794,0,1,310.8,8.6,1356,48.3,6858.6,36
6092,1,0,310.7,9.8,1658,28.5,4948.32,18
869,1,0,306.5,10.7,1358,49.2,6996.7,63
9111,1,0,308.6,11.0,1351,51.0,7215.3,37
892,1,0,306.1,10.4,1343,54.4,7650.74,119
1454,1,0,310.4,11.3,1428,46.9,7013.42,87
4112,0,0,310.5,8.6,1472,39.7,6119.65,187
6036,0,1,311.0,10.4,1401,54.6,8010.5,94
4157,1,0,310.5,8.5,1263,60.6,8015.02,90
1097,0,0,307.5,10.6,1397,48.3,7065.98,22
4968,0,1,312.7,8.8,1485,43.3,6733.53,174
1984,0,1,307.5,9.5,1387,45.5,6608.71,166
2404,0,1,308.7,9.6,2008,20.3,4268.63,178
2833,1,0,309.2,8.9,1807,26.4,4995.63,169
6975,0,1,311.0,10.3,1378,51.6,7446.08,130
130,1,0,308.4,9.6,1473,41.1,6339.77,128
8787,0,1,308.5,11.0,1699,30.1,5355.36,40
5642,1,0,312.0,9.5,1495,38.8,6074.37,186
8506,1,0,309.6,11.2,1710,27.3,4888.63,163
2829,1,0,309.3,9.0,1612,36.0,6077.1,158
4800,0,1,312.5,9.0,1353,51.0,7225.98,172
8399,1,0,309.7,11.1,1294,59.4,8049.14,104
5121,1,0,313.6,9.4,1469,40.0,6153.33,154
9999,0,1,308.7,9.7,1500,40.2,6314.6,30
7189,1,0,310.4,10.0,1486,46.3,7204.91,48
7788,0,1,311.5,11.3,1547,40.9,6625.86,66
1464,1,0,310.0,11.2,1412,46.3,6846.12,107
9640,1,0,310.5,11.1,1514,36.1,5723.5,169
6307,1,0,310.3,9.3,1617,34.5,5841.95,126
181,0,0,308.3,10.1,1824,24.2,4622.41,49
8235,0,1,310.6,11.4,1443,50.9,7691.53,85
598,1,0,309.6,11.9,1480,47.9,7423.79,18
478,1,0,309.0,11.6,1833,22.6,4338.1,161
8402,1,0,309.5,11.0,1370,52.4,7517.62,113
1204,1,0,308.0,11.1,1521,34.5,5495.12,84
4602,0,1,311.0,8.0,1409,41.7,6152.84,120
2460,1,0,308.6,9.6,1466,46.4,7123.29,112
7777,1,0,311.5,11.2,1695,25.6,4544.0,43
2161,1,0,309.1,9.7,1464,40.5,6209.04,215
1417,1,0,309.9,11.2,1541,38.5,6212.87,208
2757,1,0,309.2,9.4,1439,36.1,5439.97,203
5195,1,0,313.0,9.1,1551,36.8,5977.07,140
7205,1,0,309.7,9.9,1483,39.6,6149.86,87
3579,1,0,310.6,8.8,2672,11.8,3301.77,124
3324,1,0,310.6,9.1,1578,34.1,5634.95,120
8502,0,0,309.8,11.2,1279,55.9,7487.05,152
1817,1,0,307.7,9.6,1664,27.6,4809.4,145
3785,1,0,310.9,8.6,1545,36.7,5937.77,18
2466,1,0,308.6,9.6,1429,37.7,5641.6,126
4637,0,1,311.3,8.2,1847,24.7,4777.41,212
702,0,1,308.9,11.2,1531,48.3,7743.74,84
1206,0,0,308.0,11.1,1318,53.5,7384.1,88
547,0,1,309.4,11.9,1482,39.3,6099.15,112
1640,1,0,307.8,9.8,1567,36.4,5973.09,109
6805,0,1,310.7,9.7,1497,37.6,5894.38,116
3257,1,0,309.9,8.7,1984,19.7,4092.95,169
6669,1,0,310.5,9.1,1571,33.9,5577.05,208
9435,1,0,308.7,10.7,1443,49.3,7449.75,52
6344,0,0,309.8,9.6,1374,47.7,6863.31,8
8937,0,1,308.4,11.0,1340,52.6,7381.07,15
7504,1,0,311.8,11.4,1589,42.0,6988.79,201
7618,0,1,311.4,10.9,1312,51.4,7061.97,60
7204,1,0,309.6,9.8,1526,41.7,6663.76,85
1078,0,0,307.7,10.8,1656,30.8,5341.21,181
5806,1,0,310.9,9.5,1440,45.4,6846.16,177
1544,1,0,309.0,10.6,1474,52.7,8134.61,95
6864,1,0,311.3,10.2,1268,60.0,7967.08,53
6683,1,0,310.9,9.4,1318,50.6,6983.84,11
7993,1,0,312.3,11.2,1595,31.9,5328.19,134
3637,0,1,311.4,9.2,1626,31.6,5380.67,62
813,1,0,307.6,10.8,1513,40.0,6337.64,130
5335,0,1,312.4,9.1,1505,38.9,6130.77,68
5860,1,0,310.9,9.6,1566,33.1,5428.11,82
4420,0,0,310.2,7.6,1873,21.3,4177.78,87
9367,1,0,308.5,10.6,1472,45.1,6952.05,70
6709,1,0,310.6,9.2,1481,37.6,5831.38,77
917,1,0,305.7,10.4,1475,51.0,7877.54,187
5909,0,0,310.2,9.5,1364,65.3,9327.3,208
8205,0,1,310.9,11.5,1446,47.3,7162.39,12
6125,1,0,310.9,10.0,1995,20.2,4220.1,105
5527,0,1,311.9,9.4,1532,38.8,6224.71,96
578,1,0,309.8,12.0,1533,36.8,5907.7,198
160,1,0,308.2,9.8,1282,60.7,8149.02,216
6552,1,0,310.7,9.3,1786,26.1,4881.47,123
6817,0,1,310.7,9.7,1493,48.1,7520.27,145
2975,0,0,309.4,8.9,1360,46.2,6579.75,93
2601,1,0,309.1,9.8,1399,52.1,7632.8,27
5407,1,0,312.4,9.7,1954,24.8,5074.64,13
3918,0,1,311.5,9.0,1358,52.7,7494.44,139
6020,1,0,310.8,10.1,1619,34.9,5916.99,57
9020,1,0,308.2,10.9,1553,33.5,5448.1,2
7612,0,1,311.4,10.9,1743,27.6,5037.73,46
3780,1,0,311.1,8.7,1446,42.9,6496.12,5
8864,0,1,309.1,11.1,1574,34.8,5736.05,40
6562,0,1,310.7,9.2,1871,21.3,4173.32,152
4004,1,0,311.1,9.1,1373,55.7,8008.56,157
2083,0,0,309.3,9.9,1743,28.2,5147.25,0
457,1,0,308.6,11.2,1276,53.6,7162.16,103
9646,1,0,310.4,11.0,1582,31.7,5251.63,181
4672,1,0,311.5,8.2,1412,55.6,8221.25,67
2562,1,0,309.1,9.8,1551,39.1,6350.64,147
4438,1,0,310.1,7.7,1418,52.3,7766.16,141
5055,0,0,312.9,9.1,1378,45.6,6580.25,184
443,0,0,308.5,11.1,1469,45.1,6937.88,63
3530,0,1,310.9,9.0,1441,43.7,6594.38,0
3505,1,0,310.8,9.2,1726,26.7,4825.93,150
5219,1,0,313.0,9.2,1365,59.9,8562.25,205
6318,0,1,310.3,9.4,1416,50.9,7547.61,152
5305,0,0,313.2,9.3,1680,29.1,5119.54,201
7797,1,0,311.4,11.4,1476,39.0,6028.09,92
6829,0,0,310.9,10.0,1474,35.7,5510.54,175
3353,1,0,310.9,9.3,1632,31.6,5400.52,189
3332,0,1,310.8,9.1,1671,31.6,5529.58,137
4007,1,0,311.2,9.1,1369,50.8,7282.76,164
2883,1,0,309.5,8.9,1437,40.0,6019.29,55
1627,1,0,307.8,9.9,1499,37.5,5886.56,78
3814,0,1,310.6,8.5,1326,59.1,8206.53,88
9782,1,0,309.9,11.2,1404,47.1,6924.95,64
4545,1,0,310.5,8.0,1463,43.0,6587.82,189
6471,1,0,309.6,9.2,1523,38.5,6140.3,124
8035,1,0,311.7,11.0,1910,19.7,3940.29,13
8872,0,1,309.1,11.2,1614,38.1,6439.57,62
7545,1,0,311.4,11.2,1891,22.6,4475.37,86
7615,1,0,311.4,10.9,1442,47.0,7097.28,53
123,1,0,308.7,9.8,1546,43.4,7026.32,114
3897,0,1,311.1,8.9,1640,32.8,5633.09,77
3155,1,0,309.8,9.3,1367,54.0,7730.2,129
7074,0,1,310.6,9.9,1488,39.2,6108.26,189
9753,1,0,309.8,11.3,1593,35.1,5855.33,203
7179,1,0,310.1,9.9,1523,42.3,6746.35,25
3640,0,0,311.6,9.2,1544,39.1,6321.97,70
7371,1,0,310.2,10.6,1512,44.0,6966.8,79
7990,0,1,312.4,11.3,1809,25.1,4754.89,126
1592,1,0,308.4,10.3,1592,38.2,6368.47,211
6742,0,0,311.2,9.5,1639,30.0,5149.07,161
2927,0,1,309.6,8.9,1421,49.8,7410.58,165
7392,0,1,310.5,10.8,1492,39.3,6140.31,131
22,0,1,309.3,10.4,1581,30.7,5082.75,65
2383,1,0,308.2,9.1,1568,33.3,5467.88,123
8080,0,0,311.5,11.3,1432,43.6,6538.2,127
2672,1,0,309.3,9.6,1445,42.6,6446.23,0
7250,0,1,310.2,10.1,1429,42.0,6285.07,206
9083,0,1,307.9,10.7,1541,35.7,5761.02,169
1527,0,0,309.1,11.0,1425,44.5,6640.54,49
6857,1,0,311.3,10.2,1622,35.6,6046.85,34
1856,0,1,307.4,9.6,1752,26.1,4788.54,52
7434,1,0,311.4,11.4,1508,38.2,6032.44,18
3455,0,0,310.3,8.9,1611,41.5,7001.2,11
3467,1,0,310.7,8.9,1461,44.2,6762.4,49
4640,1,0,311.2,8.1,1435,40.1,6025.94,219
382,1,0,308.5,11.0,1335,48.0,6710.44,131
3368,1,0,310.8,9.3,1350,58.5,8270.24,13
1051,1,0,307.7,11.1,1556,37.7,6142.99,110
1226,1,0,308.4,11.3,1488,42.5,6622.48,146
3003,0,1,309.9,9.3,1449,42.4,6433.73,169
4620,1,0,311.3,8.2,1336,52.6,7359.03,172
4814,1,0,311.8,8.4,1401,53.0,7775.76,208
243,1,0,308.2,10.2,1442,44.1,6659.36,204
9769,1,0,309.6,11.0,1386,48.6,7053.88,25
2440,1,0,308.4,9.3,1426,47.9,7152.92,67
5187,1,0,313.1,9.1,1648,35.7,6161.04,119
8758,0,1,308.7,11.2,1446,53.0,8025.51,168
1702,1,0,307.7,9.7,1430,47.3,7083.14,49
8586,0,0,307.9,10.6,1461,37.5,5737.33,161
8311,0,1,310.0,11.2,1295,52.7,7146.76,74
2167,0,0,309.1,9.5,1588,41.3,6867.98,0
2339,1,0,308.2,9.0,1466,41.3,6340.34,8
2306,1,0,308.6,9.5,1260,57.8,7626.53,152
1279,0,1,309.6,11.3,1531,40.1,6429.07,81
